R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Alexander Gustafsson,Anthony Smith,-320.0,260,31.25,260.0,6/1/2019,"Stockholm, Sweden", Sweden,Blue,False,Light Heavyweight,MALE,5,1,0,0,33.18181818,0.507272727,0.363636364,0.363636364,0.096363636,3,4,27,1,0,0,1,5,1,0,7,Orthodox,193.04,193.04,205,1,0,0,44.2,0.384666667,0.333333333,1.2,0.303333333,6,5,38,3,0,0,3,5,2,0,10,Orthodox,195.58,200.66,205,32,30,0,0,-3,-3,1,-11,-2,0,-1,-2.54,-7.62,2,-11.01818182,0.030303031,-0.836363636,0,1,4.0,2.0,,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,Red,SUB,Rear Naked Choke,4.0,2:38,1058.0,175.0,1800.0,700.0,1200.0,125.0,390.0
Jimi Manuwa,Aleksandar Rakic,215.0,-255,215.0,39.21568627,6/1/2019,"Stockholm, Sweden", Sweden,Blue,False,Light Heavyweight,MALE,3,0,3,0,60.33333333,0.566666667,0.0,1.0,0.25,3,0,7,0,0,0,2,1,0,0,3,Orthodox,193.04,198.12,205,3,0,0,26.09090909,0.537272727,0.181818182,0.272727273,0.090909091,3,5,21,0,0,0,1,3,0,2,6,Orthodox,185.42,200.66,205,39,27,3,3,0,-3,5,-14,0,-4,0,7.62,-2.54,12,34.24242424,-0.181818182,0.727272727,0,1,,11.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Kick,1.0,0:47,47.0,800.0,325.0,1800.0,1200.0,225.0,-110.0
Makwan Amirkhani,Chris Fishgold,-130.0,110,76.92307692,110.0,6/1/2019,"Stockholm, Sweden", Sweden,Red,False,Featherweight,MALE,3,0,1,0,17.0,0.345,1.0,3.0,0.5,1,1,3,0,0,0,0,0,1,0,1,Orthodox,172.72,172.72,145,0,1,0,16.4,0.456,1.0,2.4,0.5,3,1,11,0,0,1,1,1,1,0,4,Southpaw,177.8,182.88,145,30,26,0,0,-2,-3,0,-8,0,-1,0,-5.08,-10.16,4,0.6,0.0,0.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Anaconda Choke,2.0,4:25,565.0,225.0,325.0,475.0,300.0,500.0,900.0
Damir Hadzovic,Christos Giagos,-165.0,145,60.60606061,145.0,6/1/2019,"Stockholm, Sweden", Sweden,Blue,False,Lightweight,MALE,3,0,1,0,19.8,0.342,0.2,1.2,0.3,1,3,10,0,0,0,1,0,1,0,2,Orthodox,177.8,180.34,155,0,2,0,34.8,0.498,0.2,0.4,0.132,2,2,12,0,0,1,0,2,0,0,3,Orthodox,175.26,177.8,155,32,29,0,-1,-1,-1,-1,-2,0,-2,1,2.54,2.54,3,-15.0,0.0,0.8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,225.0,190.0,700.0,1400.0,225.0,1000.0
Daniel Teymur,Sung Bin Jo,110.0,-130,110.0,76.92307692,6/1/2019,"Stockholm, Sweden", Sweden,Red,False,Featherweight,MALE,3,0,0,0,,0.33,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,3,0,0,41.0,0.466666667,0.0,0.333333333,0.333333333,0,3,8,0,0,0,0,0,0,0,0,Orthodox,165.1,175.26,145,31,26,3,0,0,0,3,-8,0,0,0,17.78,7.62,5,-41.0,0.0,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,300.0,500.0,1000.0,325.0,425.0,225.0
Rostem Akman,Sergey Khandozhko,135.0,-155,135.0,64.51612903,6/1/2019,"Stockholm, Sweden", Sweden,Blue,False,Welterweight,MALE,3,0,0,0,,0.42,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,177.8,182.88,170,27,27,0,0,0,0,0,0,0,0,0,7.62,5.08,0,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,378.0,284.0,685.0,577.0,450.0,250.0
Tonya Evinger,Lina Lansberg,-400.0,325,25.0,325.0,6/1/2019,"Stockholm, Sweden", Sweden,Blue,False,Women's Bantamweight,FEMALE,3,1,0,0,43.6,0.562,0.2,0.4,0.228,1,3,13,0,0,0,2,0,0,0,2,Orthodox,170.18,165.1,135,2,0,0,20.5,0.465,0.0,0.5,0.125,0,2,4,1,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,37,37,1,0,1,2,-1,9,-1,0,0,0.0,-12.7,0,23.1,0.2,-0.1,0,1,13.0,12.0,,,,12.0,,,,,,,,,,,,,13.0,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,-104.0,442.0,310.0,1655.0,595.0,1300.0
Stevie Ray,Leonardo Santos,135.0,-155,135.0,64.51612903,6/1/2019,"Stockholm, Sweden", Sweden,Blue,False,Lightweight,MALE,3,0,4,0,25.16666667,0.41,0.333333333,0.833333333,0.356666667,4,1,14,1,0,1,1,1,2,0,5,Orthodox,182.88,190.5,155,0,1,0,40.22222222,0.45,0.555555556,0.555555556,0.231111111,3,3,22,0,1,1,2,2,0,0,6,Southpaw,177.8,177.8,155,29,39,0,3,1,-1,2,-8,1,-1,2,5.08,12.7,-10,-15.05555555,-0.222222223,0.277777777,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:17,137.0,201.0,240.0,1805.0,165.0,900.0,1050.0
Nick Hein,Frank Camacho,110.0,-130,110.0,76.92307692,6/1/2019,"Stockholm, Sweden", Sweden,Blue,False,Lightweight,MALE,3,2,0,0,95.0,0.47,0.0,1.333333333,0.4,1,2,8,0,0,1,0,0,0,0,1,Orthodox,177.8,185.42,170,2,0,0,34.14285714,0.317142857,0.0,0.714285714,0.151428571,3,3,19,0,0,0,4,0,0,0,4,Southpaw,167.64,167.64,155,35,30,0,0,-2,-3,1,-11,0,0,0,10.16,17.78,5,60.85714286,0.0,0.619047619,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,4:56,596.0,174.0,174.0,1275.0,825.0,900.0,482.0
Bea Malecki,Duda Santana,-125.0,105,80.0,105.0,6/1/2019,"Stockholm, Sweden", Sweden,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,,0.39,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,185.42,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,187.96,135,27,23,0,0,0,0,0,0,0,0,0,-5.08,-2.54,4,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,1:59,419.0,229.0,218.0,815.0,1025.0,342.0,550.0
Darko Stosic,Devin Clark,-110.0,-110,90.90909091,90.90909091,6/1/2019,"Stockholm, Sweden", Sweden,Blue,False,Light Heavyweight,MALE,3,1,0,0,35.5,0.586666667,0.166666667,2.166666667,0.393333333,2,3,13,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,205,0,1,0,9.0,0.56,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,193.04,205,27,29,-1,-1,1,2,-3,12,0,-1,0,0.0,-2.54,-2,26.5,0.166666667,2.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,553.0,235.0,1300.0,1200.0,150.0,352.0
Joel Alvarez,Danilo Belluardo,-105.0,-115,95.23809524,86.95652174,6/1/2019,"Stockholm, Sweden", Sweden,Red,False,Lightweight,MALE,3,0,0,0,,0.61,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,155,1,0,0,38.0,0.29,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,155,25,24,1,0,0,0,1,-3,0,0,0,-7.62,-7.62,1,-38.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,2:22,442.0,488.0,169.0,217.0,1250.0,925.0,525.0
Rafael Dos Anjos,Kevin Lee,130.0,-150,130.0,66.66666667,5/18/2019,"Rochester, New York, USA", USA,Red,False,Welterweight,MALE,5,1,0,0,49.07142857,0.45,0.785714286,2.5,0.455,5,4,36,1,0,1,3,1,4,1,10,Orthodox,175.26,195.58,170,2,0,0,47.92307692,0.453076923,0.615384615,1.730769231,0.296538462,5,9,74,4,0,0,10,4,3,0,17,Southpaw,172.72,177.8,170,34,26,1,0,0,-7,5,-38,-3,-2,1,2.54,17.78,8,1.14835165,0.170329671,0.769230769,0,1,,3.0,,,,,,,,3.0,,,,,,,,,,,,,,7.0,,,,,Red,SUB,Arm Triangle,4.0,3:47,1127.0,250.0,200.0,600.0,700.0,300.0,550.0
Antonio Carlos Junior,Ian Heinisch,-160.0,140,62.5,140.0,5/18/2019,"Rochester, New York, USA", USA,Blue,False,Middleweight,MALE,3,0,1,0,55.0,0.57,2.0,1.0,0.14,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,185,0,4,0,23.0,0.434444444,0.666666667,2.777777778,0.483333333,4,3,21,1,0,0,2,0,4,0,6,Orthodox,187.96,200.66,185,29,30,0,-3,-3,-5,3,-18,-1,0,-4,-7.62,-17.78,-1,32.0,1.333333333,-1.777777778,0,1,,12.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,350.0,400.0,110.0,1800.0,1000.0,325.0
Megan Anderson,Felicia Spencer,-220.0,180,45.45454545,180.0,5/18/2019,"Rochester, New York, USA", USA,Blue,False,Women's Featherweight,FEMALE,3,0,0,0,,0.51,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,145,0,1,0,14.5,0.385,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,182.88,182.88,145,29,28,0,-1,-1,-1,1,-4,0,-1,0,-15.24,-10.16,1,-14.5,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,3:24,204.0,225.0,500.0,700.0,450.0,160.0,800.0
Vicente Luque,Derrick Krantz,-1100.0,700,9.090909091,700.0,5/18/2019,"Rochester, New York, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,,0.37,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,0,4,0,38.8,0.511,0.6,0.6,0.108,4,2,18,0,0,0,0,5,3,0,8,Orthodox,180.34,190.5,170,27,31,0,-4,-4,-8,2,-18,0,-5,-3,-2.54,-7.62,-4,-38.8,-0.6,-0.6,0,1,,15.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1.0,3:52,232.0,463.0,1100.0,260.0,2550.0,-210.0,2000.0
Charles Oliveira,Nik Lentz,-420.0,335,23.80952381,335.0,5/18/2019,"Rochester, New York, USA", USA,Red,False,Lightweight,MALE,3,0,2,0,43.90909091,0.525909091,1.090909091,3.0,0.315,4,8,59,0,0,2,7,3,2,0,14,Orthodox,172.72,172.72,155,0,4,0,20.56521739,0.483913043,1.260869565,1.304347826,0.477826087,4,9,42,0,0,0,1,0,13,0,14,Orthodox,177.8,187.96,155,29,34,0,-2,0,0,1,17,0,3,-11,-5.08,-15.24,-5,23.34387352,-0.169960474,1.695652174,0,1,,15.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2.0,2:11,431.0,450.0,475.0,-175.0,1200.0,600.0,800.0
Davi Ramos,Austin Hubbard,-550.0,425,18.18181818,425.0,5/18/2019,"Rochester, New York, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,0.41,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,0,3,0,25.0,0.505,0.75,1.75,0.6375,3,1,8,0,0,0,0,0,3,0,3,Orthodox,167.64,177.8,155,32,27,0,-3,-3,-3,1,-8,0,0,-3,10.16,2.54,5,-25.0,-0.75,-1.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,325.0,500.0,-200.0,1600.0,500.0,1200.0
Aspen Ladd,Sijara Eubanks,-260.0,220,38.46153846,220.0,5/18/2019,"Rochester, New York, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,2,0,66.0,0.335,0.0,2.5,0.625,2,0,6,0,0,0,2,0,0,0,2,Orthodox,162.56,170.18,135,0,2,0,38.0,0.555,0.0,0.5,0.5,2,0,3,0,0,0,0,2,0,0,2,Orthodox,167.64,167.64,135,24,34,0,0,0,0,0,3,0,-2,0,-5.08,2.54,-10,28.0,0.0,2.0,0,1,15.0,6.0,,,,6.0,,,,,,,,,,,,,15.0,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,-110.0,310.0,800.0,1300.0,306.0,1500.0
Desmond Green,Charles Jourdain,-900.0,600,11.11111111,600.0,5/18/2019,"Rochester, New York, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,,0.43,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,175.26,175.26,155,0,1,0,44.33333333,0.485,0.0,1.0,0.333333333,1,3,16,0,0,1,1,1,0,0,3,Southpaw,177.8,185.42,155,29,23,0,-1,-1,-3,3,-16,0,-1,0,-2.54,-10.16,6,-44.33333333,0.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-195.0,1309.0,975.0,1505.0,335.0,1350.0
Danny Roberts,Michel Pereira,-250.0,210,40.0,210.0,5/18/2019,"Rochester, New York, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,,0.44,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,170,1,0,0,30.875,0.4075,0.25,0.0,0.0,2,3,17,0,0,1,1,2,1,0,5,Southpaw,185.42,187.96,170,31,25,1,0,-2,-5,3,-17,0,-2,-1,0.0,-2.54,6,-30.875,-0.25,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Flying Knee,1.0,1:47,107.0,245.0,460.0,1100.0,1263.0,150.0,467.0
Michael Trizano,Grant Dawson,145.0,-165,145.0,60.60606061,5/18/2019,"Rochester, New York, USA", USA,Blue,False,Featherweight,MALE,3,0,1,0,57.0,0.44,1.0,6.0,0.54,1,0,3,0,0,0,1,0,0,0,1,Switch,177.8,182.88,145,0,2,0,46.5,0.55,1.0,0.5,0.25,2,0,6,1,0,2,0,0,0,0,2,Orthodox,180.34,180.34,155,27,25,0,-1,-1,-1,0,-3,-1,0,0,-2.54,2.54,2,10.5,0.0,5.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,2:27,447.0,250.0,160.0,1100.0,451.0,585.0,600.0
Patrick Cummins,Ed Herman,-260.0,220,38.46153846,220.0,5/18/2019,"Rochester, New York, USA", USA,Blue,False,Light Heavyweight,MALE,3,3,0,0,29.71428571,0.495238095,0.761904762,1.523809524,0.47,3,11,47,1,0,1,2,3,4,0,10,Orthodox,185.42,195.58,205,2,0,0,39.66666667,0.495833333,0.083333333,2.833333333,0.3025,3,6,26,0,0,1,3,2,0,0,6,Orthodox,187.96,193.04,205,38,38,-1,0,0,4,-5,21,1,1,4,-2.54,2.54,0,-9.95238096,0.678571429,-1.309523809,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Knee,1.0,3:39,219.0,-120.0,760.0,755.0,895.0,475.0,430.0
Zak Cummings,Trevin Giles,170.0,-200,170.0,50.0,5/18/2019,"Rochester, New York, USA", USA,Red,False,Middleweight,MALE,3,0,2,0,55.5,0.69,0.0,2.5,0.5,2,0,5,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,185,0,1,0,28.9,0.34,0.6,0.7,0.219,2,3,22,0,0,0,3,1,3,0,7,Southpaw,182.88,190.5,185,34,26,0,1,0,-5,3,-17,0,1,-3,0.0,-2.54,8,26.6,-0.6,1.8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3.0,4:01,841.0,286.0,165.0,615.0,950.0,1293.0,302.0
Julio Arce,Julian Erosa,-800.0,550,12.5,550.0,5/18/2019,"Rochester, New York, USA", USA,Red,False,Featherweight,MALE,3,3,0,0,32.5,0.515,0.75,0.75,0.415,1,3,9,0,0,1,0,0,0,0,1,Southpaw,185.42,187.96,145,1,0,0,53.33333333,0.303333333,1.0,0.333333333,0.066666667,2,1,9,0,0,0,1,0,1,0,2,Southpaw,170.18,177.8,145,29,29,-2,0,-1,-1,-2,0,0,0,-1,15.24,10.16,0,-20.83333333,-0.25,0.416666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,3.0,1:49,709.0,166.0,950.0,205.0,1755.0,310.0,1600.0
Rose Namajunas,Jessica Andrade,120.0,-140,120.0,71.42857143,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,True,Women's Strawweight,FEMALE,5,0,3,0,72.85714286,0.549285714,0.357142857,2.357142857,0.524285714,3,4,33,1,0,1,5,2,2,0,10,Orthodox,154.94,157.48,115,0,3,0,47.625,0.4425,0.75,2.0,0.5575,3,2,23,3,0,0,2,1,3,0,6,Orthodox,165.1,165.1,115,26,27,0,0,0,4,-2,10,-2,1,-1,-10.16,-7.62,-1,25.23214286,-0.392857143,0.357142857,0,1,1.0,0.0,,,0.0,,,,,,,,,,14.0,,,1.0,,,,,,,,,,,Red,KO/TKO,Slam,2.0,2:58,478.0,300.0,250.0,350.0,675.0,800.0,300.0
Jared Cannonier,Anderson Silva,-135.0,115,74.07407407,115.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Middleweight,MALE,3,1,0,0,33.52173913,0.64173913,0.260869565,0.130434783,0.130434783,16,6,58,13,0,0,3,11,3,0,17,Southpaw,187.96,195.58,185,0,1,0,32.375,0.49375,0.0,0.125,0.125,2,4,17,0,0,0,1,3,0,0,4,Switch,180.34,195.58,185,35,44,-1,-1,14,13,-2,41,13,8,3,7.62,0.0,-9,1.14673913,0.260869565,0.005434783,0,1,15.0,9.0,,,,,,,9.0,,,,,,,,,,,,,15.0,,,,,,,Red,KO/TKO,Kick,1.0,4:47,287.0,250.0,150.0,1400.0,1200.0,200.0,600.0
Jose Aldo,Alexander Volkanovski,-145.0,125,68.96551724,125.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Featherweight,MALE,3,0,6,0,72.0,0.596666667,0.5,2.666666667,0.456666667,6,0,15,0,0,0,3,3,0,0,6,Orthodox,167.64,180.34,145,0,2,0,54.30769231,0.432307692,0.230769231,0.923076923,0.183076923,7,3,45,11,0,0,6,4,0,0,10,Orthodox,170.18,177.8,145,32,30,0,4,-1,-4,3,-30,-11,-1,0,-2.54,2.54,2,17.69230769,0.269230769,1.743589744,0,1,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,,,,Red,U-DEC,,3.0,5:00,900.0,190.0,350.0,900.0,1200.0,300.0,275.0
Thiago Alves,Laureano Staropoli,-125.0,105,80.0,105.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Welterweight,MALE,3,0,1,0,97.0,0.35,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,180.34,170,0,1,0,41.4,0.4564,0.24,0.52,0.3196,7,10,61,1,0,1,5,7,1,1,15,Orthodox,175.26,177.8,170,35,26,0,0,-6,-14,10,-58,-1,-8,-1,10.16,2.54,9,55.6,-0.24,-0.52,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,150.0,300.0,1200.0,1000.0,600.0,300.0
Irene Aldana,Bethe Correia,-400.0,325,25.0,325.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Women's Bantamweight,FEMALE,3,2,0,0,50.75,0.46375,0.0,0.375,0.09375,3,4,21,1,0,2,1,1,0,0,4,Orthodox,165.1,162.56,135,0,2,0,95.25,0.4275,0.0,0.5,0.375,2,2,12,0,0,1,1,0,0,0,2,Orthodox,175.26,172.72,135,31,35,-2,-2,1,2,-2,9,1,1,0,-10.16,-10.16,-4,-44.5,0.0,-0.125,0,1,12.0,10.0,,,,10.0,,,,,,,,,,,,,12.0,,,,,,,,,,Red,SUB,Armbar,3.0,3:24,804.0,-110.0,400.0,1000.0,1600.0,235.0,1200.0
Rogerio Nogueira,Ryan Spann,105.0,-125,105.0,80.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Light Heavyweight,MALE,3,0,1,0,46.0,0.47,1.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,195.58,200.66,205,0,1,0,26.27272727,0.335454545,0.181818182,0.090909091,0.090909091,2,5,24,0,0,1,1,4,0,0,6,Southpaw,187.96,190.5,205,42,27,0,0,-1,-5,5,-21,0,-4,0,7.62,10.16,15,19.72727273,0.818181818,-0.090909091,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,2:07,127.0,510.0,400.0,700.0,675.0,254.0,228.0
Thiago Moises,Kurt Holobaugh,-125.0,105,80.0,105.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Lightweight,MALE,3,3,0,0,54.66666667,0.433333333,0.666666667,0.666666667,0.276666667,0,3,7,0,0,0,0,0,0,0,0,Orthodox,180.34,177.8,155,1,0,0,8.0,0.5,4.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,24,32,-2,0,0,0,-2,4,0,0,0,5.08,0.0,-8,46.66666667,-3.333333333,0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,262.0,220.0,334.0,1200.0,825.0,450.0
Warlley Alves,Sergio Moraes,-135.0,115,74.07407407,115.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Welterweight,MALE,3,1,0,0,30.16666667,0.4625,0.416666667,1.083333333,0.3625,4,4,31,1,0,2,2,1,3,0,8,Orthodox,182.88,182.88,170,1,0,0,31.55555556,0.465555556,0.666666667,0.888888889,0.4,4,3,22,1,0,0,2,0,3,1,6,Orthodox,180.34,182.88,170,28,36,0,0,0,2,-1,9,0,0,0,2.54,0.0,-8,-1.38888889,-0.25,0.194444444,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3.0,4:13,853.0,150.0,285.0,1200.0,387.0,600.0,1275.0
BJ Penn,Clay Guida,525.0,-750,525.0,13.33333333,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Blue,False,Lightweight,MALE,3,1,0,0,28.15384615,0.357692308,0.538461538,2.423076923,0.342692308,4,12,67,0,0,3,5,2,4,0,14,Orthodox,170.18,177.8,155,7,0,0,35.96153846,0.528461538,0.461538462,1.0,0.316153846,3,14,74,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,40,37,6,0,1,2,2,-7,-11,-5,0,-5.08,0.0,3,-7.80769231,0.076923076,1.423076923,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,1000.0,200.0,1285.0,550.0,2255.0,-115.0
Luana Carolina,Priscila Cachoeira,-170.0,150,58.82352941,150.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Women's Flyweight,FEMALE,3,2,0,0,38.5,0.24,0.0,0.0,0.0,0,2,5,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,25,30,-2,0,0,0,-2,5,0,0,0,2.54,-10.16,-5,38.5,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,100.0,215.0,875.0,1400.0,690.0,725.0
Raoni Barcelos,Carlos Huachin,-1100.0,700,9.090909091,700.0,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil", Brazil,Red,False,Bantamweight,MALE,3,0,0,0,,0.21,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,170.18,135,0,2,0,58.5,0.555,0.5,2.5,0.875,2,0,5,0,0,0,0,1,1,0,2,Orthodox,170.18,170.18,135,32,22,0,-2,-2,-2,0,-5,0,-1,-1,-7.62,0.0,10,-58.5,-0.5,-2.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,2.0,4:49,589.0,328.0,,165.0,,155.0,
